position,orientation,success
"[-0.0035932511340249595, 0.0014531933126140572, 0.2012147030710966]","(0.9657548866867975, 0.25802683743680094, 0.0049830878497857, 0.026736096170064883)",True
"[0.02520572639801946, -0.008345139896599943, 0.23620526685926732]","(0.42320770001006186, -0.9046348630705435, 0.00762354139720259, 0.04972814883039273)",False
"[0.023121842662021413, -0.0009290818645072947, 0.1858126944083515]","(-0.7644698750112262, 0.6433631802870814, -0.026012065355937683, -0.03151191690664169)",True
"[-0.014522001175284988, -0.014564093007550256, 0.21527181089728725]","(0.9827273368451828, 0.15661829639448638, 0.09853356944420809, 0.0029709163985436327)",True
"[0.018003971380887534, -0.010349619862434002, 0.1707616260749893]","(-0.8427862423300563, 0.5317213334393096, -0.042582449405638025, 0.07190624665022219)",True
"[0.019526238481331944, 0.008366494268680622, 0.2006412254228553]","(0.7860082805859337, 0.6180878206411092, -0.012151484156758156, -0.0032818071631684218)",False
"[-0.0022928908394412232, -0.009267668160827428, 0.20755302555620345]","(0.5321338444339977, -0.8423279905034566, 0.011531376432923585, 0.08475939700036124)",True
"[0.04488267649222773, -0.004539777551832564, 0.21831581901953995]","(0.5997987848904188, 0.79894890114525, -0.04255732425064267, -0.010533050621756499)",False
"[-0.00625373151084748, 0.01923374320304619, 0.20452626747059693]","(0.45344692994964, 0.8891447402138449, 0.026273515621730234, -0.0558320252738094)",True
"[0.049746027987338945, 0.02180475535641774, 0.16042853327272952]","(-0.08698606136326084, 0.9959609343988209, 0.02138695165699176, 0.006151469641979897)",False
"[-0.010506603422683478, -0.023777714071162692, 0.18191365818161623]","(0.6484080090984833, -0.7590473721689475, -0.05800470184384958, -0.007042379169194996)",True
"[-0.021022672627925072, 0.010392812496233125, 0.1933066420056082]","(0.7399083186615334, -0.6703682889051806, 0.05477939175813138, -0.0118850933699397)",False
"[0.021315305333612613, 0.03122299521981526, 0.1873616698347171]","(0.8778608921386212, 0.4778325584522343, -0.02923988419525274, -0.013465857151493142)",True
"[0.009566541225302863, 0.00997606018734576, 0.20759114520588964]","(-0.7775584763412936, 0.625481436397846, 0.049506750082421586, 0.04153155773348644)",True
"[0.028431656340845227, -0.002479171056572622, 0.18451895069176705]","(-0.30662554680967363, 0.9502430963197607, -0.008221160372572194, 0.05432535745332213)",False
"[-0.026462356884946962, -0.000702222527910605, 0.17171878596378695]","(-0.6545655178636134, 0.7518078872400827, -0.005152773337667234, -0.07938723092836392)",True
"[-0.02713793367066015, 0.007319056545844666, 0.18993362726517563]","(-0.43341197070635734, -0.8980342170946561, 0.07468394815117681, -0.010531688571739212)",False
"[-0.014681667153785882, 0.008418093830528892, 0.20673773766758333]","(0.6204109442984489, -0.7834986033470072, -0.019369006302425093, -0.02906957761737701)",True
"[-0.02807162991707408, -0.016738046742411267, 0.19225817330507303]","(-0.16714815081192777, 0.9852016109916707, -0.027423636820573045, 0.02621498661268333)",True
"[0.005756551606491967, -0.010946823385783802, 0.1877962691110478]","(0.8017445419736776, 0.5949671755723419, 0.05372587693826037, 0.018255945719216873)",True
"[0.017806190466501462, -0.0019068688258642294, 0.19328356529336918]","(0.9703716178447294, -0.2335134264356314, -0.05504629124671344, -0.028641033076263454)",False
"[-0.007399770352038885, -0.012011345087649844, 0.22289471555442864]","(0.05479934856765719, -0.9951636591845137, -0.08113162837340038, 0.007998856951472023)",False
"[0.01865441557688485, -0.006136011619382003, 0.15804428804771922]","(0.28577622003371317, 0.9582169481331144, 0.011360290881437406, -0.004814162937863771)",True
"[0.026332104728166716, 0.005689477631419708, 0.18327133486532515]","(0.5383115944680559, -0.8406856275795874, 0.05246637070931821, -0.02675037919295554)",False
"[-0.04681101276896775, 0.0186271273431256, 0.1886808964638296]","(0.3148542666809289, -0.9487135174372463, -0.013466909934522932, -0.025061821990384762)",False
"[0.019271855779580963, 0.017311237960299042, 0.20373736187812552]","(-0.45632635003627137, 0.8864830917231339, 0.05091911822842317, -0.05763014619457457)",True
"[0.024475820906631612, -0.0032482587750618714, 0.23729201328970811]","(0.9684602552236866, 0.2405174151249711, -0.057843732337127654, 0.029836382203359314)",False
"[-0.00314126520444204, 0.017040300733496442, 0.2072851673655867]","(0.6488449102210436, 0.7547449748932493, 0.06172521787779714, 0.07450035457346971)",False
"[-0.019245495608896414, 0.014191632394002325, 0.17947482931922]","(0.35085550518945613, 0.9297727070600359, 0.06817580578085286, -0.08817702189706572)",True
"[-0.0015485659892229317, 0.019382659013627623, 0.17508086478870505]","(-0.6936272558825048, -0.7175886988404755, -0.06282336068445267, -0.0009563188017647564)",True
"[-0.008365905929428753, 0.009684003746176744, 0.17626976705813788]","(0.7823753020348585, 0.6175363392076733, 0.0606578075282065, 0.053463884162308115)",True
"[-0.006043616467305327, -0.005463774979982822, 0.19460065323949632]","(0.7192015258060723, -0.6945427520901849, -0.01178249562428924, 0.014856096192246942)",True
"[-0.009788846620449536, -0.024645507537728713, 0.16753515134737657]","(-0.9819365685254681, 0.18540710310733544, 0.03630070994233781, 0.010346012152363184)",True
"[-0.003511328794191115, 0.0017905389588027832, 0.20050781092753478]","(-0.42407763273063326, -0.8973007211102346, 0.10434297254407718, -0.06420374905954535)",False
"[0.006175140929949903, 0.01459580877551246, 0.2281317235744788]","(0.9895363977346134, 0.1424577105389791, -0.02092203988758692, 0.009262100913914767)",True
"[-0.01014146833214525, 0.018901255654517852, 0.19929606757799886]","(0.9417838291183295, -0.32957370985084977, 0.057956206428932545, -0.03264149388021293)",True
"[0.0022151477073590106, 0.019110374427151904, 0.1835969654825233]","(0.005788240397151688, -0.9981329719129075, -0.055910030712123894, -0.023898433404328845)",False
"[0.018288198601803602, 0.017294817291516325, 0.22181936854209972]","(0.3633340064082361, -0.9282702681838678, -0.020461314959378717, 0.07670751973127016)",True
"[0.01085753898236732, 0.015736763622325862, 0.18760397521506927]","(0.7461597339384048, 0.6613412953253828, 0.060324325945422586, 0.047268575666548074)",True
"[0.03986340530583321, -0.02103618196833411, 0.18104183312457403]","(0.27366313056424363, 0.9566085869234323, -0.09128187176339872, -0.04094047241425388)",True
"[-0.021706138663436878, -0.02483121529807492, 0.18697973410324398]","(0.9139560263381852, -0.3825801214778057, -0.10550315119668686, -0.08476979212969186)",False
"[0.01628820264968469, 0.002620334570519518, 0.20230953547524952]","(0.7556626494955732, -0.6478470237633138, -0.08872830277219089, -0.037356154051421446)",True
"[0.0019114630374680779, -0.007958258499705217, 0.23666230287301326]","(0.8923157353705572, 0.44266713232978305, -0.045924154303159874, 0.07556064065747375)",False
"[-0.017653055770234433, -0.0030574594025577183, 0.21673854030875808]","(0.6149913568903126, 0.7870307372342449, -0.012783864699725032, -0.04695553643685189)",False
"[0.02218420629791304, 0.0010018839592452577, 0.16803052759685336]","(0.8070700555505853, -0.5899440269417333, -0.015879751327474656, 0.018756439084331555)",True
"[-0.013711382223498908, -0.004846774264858226, 0.17028615792909177]","(-0.2206968974050113, -0.9741725826578017, -0.04775430582420362, 0.00043005683209517044)",False
"[0.011466088284480288, 0.01513933660144438, 0.17975549762306067]","(0.5946612727202505, 0.8037281274811184, 0.014296992037937176, -0.013952198432294706)",True
"[-0.0033563963033123208, 0.006612559575375682, 0.1859679003160869]","(-0.13351146151675997, 0.9880700377031231, 0.07189868999853014, 0.026886216050292133)",True
"[0.03865793699383493, 0.009782109030192544, 0.2015739013620357]","(0.993110491669319, -0.09540391676403774, 0.06018633796467935, -0.03173718205521185)",True
"[0.012065437836166142, -0.008811401277689096, 0.20247636547540965]","(0.9973080892525464, -0.005763146753067162, -0.06455059987861315, 0.03430133096905715)",True
"[-0.04473291316251494, 0.007772489422138861, 0.18002998916706467]","(0.3420293016390617, 0.9395032732020878, 0.006451946131739258, -0.0175479016971298)",True
"[-0.033539573022120094, 0.0009807898270342318, 0.24488685691578285]","(0.6040614632151478, 0.796072992036802, 0.01915097526665777, -0.03179276889930046)",False
"[-0.011881667481338247, -0.0345252498453275, 0.19767018011450124]","(0.3218653251070913, 0.9461409665978887, 0.001161264468695276, -0.03490895707054449)",False
"[-0.008271296630114866, -0.023252214442890065, 0.23516242035895915]","(0.9266703038562624, -0.3707745292893899, -0.0008742783071950463, 0.06170601282383411)",False
"[-0.023638189237437206, -0.0049449529140171795, 0.16406153920210464]","(0.8769556703998305, -0.48000588368055447, 0.02276391288877851, -0.004990797093271731)",False
"[0.009989295874059292, 0.02468474100011569, 0.21135999983175682]","(0.2562307690583563, -0.9661935369906623, -0.01970205371400351, -0.020680211427532902)",False
"[0.02155769220436513, -0.03722138067037321, 0.2282733278040733]","(-0.992385517676524, 0.0920890882082482, -0.053907876224087624, -0.061518493316069844)",False
"[-0.002842488836700163, -0.012659882202701514, 0.19666898035563188]","(0.914311758411485, 0.40052427675863944, -0.04079488132160728, -0.04415982127933665)",True
"[0.008296703766027985, -0.0519764624516091, 0.21957587775922852]","(0.895078097760778, -0.43186827613986495, -0.05378415906317585, 0.09711979822258537)",False
"[0.00998349628983279, -0.0076886432956359, 0.21856829392139887]","(0.46420289242840784, 0.8795275503367085, 0.08547192977694618, 0.06034494245596303)",False
"[0.019413975195231883, -0.011286330855666025, 0.20507385497942748]","(0.30358114060081204, 0.9517547919997009, 0.03399943655255445, 0.02907482229051548)",True
"[-0.007020139487130337, 0.0021721939749134622, 0.17524909043437262]","(0.9953911287008274, 0.010861299817167118, -0.05581337865473205, 0.07722305247216099)",True
"[-0.01651404823267935, 0.004105153608495158, 0.19692878232366715]","(0.43178776852870526, 0.9007447146392864, 0.04707956229661191, -0.0013404522935038937)",False
"[-0.03280058524993671, -0.0019323581405438644, 0.18598711413747332]","(0.9496394981592653, -0.3095621860945566, 0.006819627653752394, -0.04805797701570477)",False
"[0.0350303307364014, -0.009525362649439937, 0.19598623889260205]","(0.994137101731707, -0.051616244294513315, 0.07576988833641969, 0.05732460472517288)",True
"[0.0024883429130210495, -0.010411144952751762, 0.20509031444792158]","(-0.9946269280023805, 0.09929072859215524, -0.028078206451336206, -0.008380908701487427)",True
"[-0.022669427089109878, 0.03321424732104847, 0.20710302485762266]","(0.496855536689532, -0.8616912101656339, -0.072011049710036, -0.07373766136718209)",False
"[0.011098816411841055, -0.027792042470481743, 0.17088229234604366]","(0.9574275452138915, 0.2876162993180858, 0.02182915800753878, 0.011525966031225587)",False
"[0.014280976053366758, 0.021686975415883266, 0.20168045525150827]","(-0.9965617843045141, 0.07013902800002277, 0.0440966256376105, -0.0007838510008126107)",False
"[0.03107584901196581, 0.00739398516068902, 0.22558104348086508]","(0.9692647498600652, 0.24022985973544903, -0.009255500134657799, 0.05224743905158621)",False
"[0.00585365477929789, 0.003108813235688931, 0.16910196334322575]","(0.910229432885444, 0.41289030093365825, 0.028626715562268645, -0.01358271180850828)",True
"[0.00024328237705643785, 0.01931420796085928, 0.2228500730423748]","(0.8305312644087646, -0.5562922705381002, 0.005149711034753663, 0.02702238063906362)",True
"[0.010430655260150148, -0.008034827136861787, 0.22807328268197968]","(-0.3668022628602202, -0.9293373636454852, -0.03344118430342294, 0.025881493107344798)",True
"[0.006852638170413228, 0.005703626920360934, 0.20317802291623818]","(-0.2510514729620888, -0.9645966852634469, -0.08004484329958386, -0.010918597138902086)",False
"[0.007496601101402205, -0.02385133138289979, 0.2338995047534776]","(-0.9931697052237887, 0.08802729775440125, 0.07459747683005888, 0.017330548933598804)",False
"[0.004147679500394314, -0.008866332952002563, 0.19302831023003172]","(0.6135786741192785, 0.7886129238745775, 0.016759628230645796, -0.036468915881726745)",True
"[0.026569679769567426, 0.010472458682943579, 0.22013439499740892]","(-0.9892365029185252, 0.08686902569318816, -0.005006769340728983, -0.11764287453735406)",False
"[0.011796752481292413, 0.012695095806628306, 0.19980790870764317]","(-0.7563964389941266, 0.6509743959038721, 0.04708263111889688, 0.04335883764027231)",True
"[-0.01835887707802863, 0.0259691917330328, 0.20298721780761225]","(0.9621700016012105, -0.2658114883813232, 0.05661026828806429, -0.019194222765868015)",True
"[-0.004237745123096932, -0.008585618263885748, 0.20362833296863253]","(-0.8001009504902011, -0.5930869985288554, -0.07060345667367458, -0.05569051181699459)",False
"[-0.004914749148808129, -0.018110083008443283, 0.17559921812385346]","(0.25785361354475744, -0.9640205343278994, -0.060410638687912445, -0.022945110794694756)",False
"[-0.031308292556748454, 0.055797858423763017, 0.15580843619508936]","(-0.5246515891001237, 0.8479884939963312, -0.060931471559227075, 0.04408605083443215)",False
"[-0.01569494847795001, 0.03449114428339836, 0.21227085100227117]","(0.171084211774408, 0.9829193393072345, -0.04670305129692022, 0.04917916120590368)",False
"[0.005628934759501147, 0.0005369316300751543, 0.20362288585809515]","(0.17055588216121914, 0.9845318474630221, -0.039896433039769606, -0.004000877648722787)",True
"[-0.015763047636559883, -0.003343983052889005, 0.20358738888902425]","(0.9039328315425309, 0.4219909675296134, 0.05451139081550095, 0.04309950874758396)",True
"[0.04531692551626912, -0.008749950690727171, 0.19571078021562904]","(0.875209597561853, -0.4831690782764523, 0.02180668100834164, -0.008959397106015355)",True
"[-0.02528549870273403, -0.007810709088749576, 0.1774367035505281]","(-0.9519843258634184, -0.3040425609704424, 0.030475952672454225, 0.018846239349379932)",False
"[0.04548831444470009, -0.02204180934741881, 0.2011258285157107]","(-0.12135050964589789, -0.9916430625598038, 0.030463139594608488, 0.031465654478072584)",True
"[0.02439979799956654, 0.03156513753019974, 0.14757249825452654]","(-0.31715236267017166, -0.9454434028962367, -0.016186394050334497, 0.07272655237504003)",True
"[-0.006364089668030817, 0.018149975722563733, 0.19224901712449197]","(0.2653498058252035, 0.9630532245964342, 0.038961270870037305, -0.02449462216749912)",True
"[-0.0059601033734672185, 0.00982493441144778, 0.2092595306960071]","(-0.07805554837568861, 0.993953725819239, 0.06920881814260141, 0.03425582854242472)",True
"[-0.021131922391937844, -0.004757072881583085, 0.2132071659504928]","(0.9775980077843683, -0.20356102092581774, 0.001749540729460413, 0.05349752370819483)",True
"[0.0009065308628014622, -0.0002963347342777824, 0.21201099383483185]","(0.9629336219110436, -0.26858960729892817, -0.019131498927078935, -0.01588862464438647)",False
"[-0.04416711935042992, -0.0006085893684754573, 0.18374501080996608]","(0.38998197193395057, 0.9093172591415825, 0.1418902341971569, -0.03038659627572015)",False
"[0.006392969322572202, 0.021256276805681925, 0.16624602966966698]","(0.5706908595306398, 0.8207147193237874, -0.02341836503203656, 0.013815661861924173)",False
"[0.006378715260676014, 0.02103429791912008, 0.23422475144049257]","(0.5652593343601896, -0.8232879071562526, -0.009738627317683539, -0.050833709159577786)",True
"[0.01729821705964557, 0.007853734854335118, 0.20844228049541905]","(-0.9733612869054071, 0.2089274005952758, -0.09427750769030167, 0.005375683961703369)",False
"[0.03564569479928609, -0.002622647686450031, 0.20070904904373946]","(0.3966858815041317, -0.9115990349203971, -0.00788287632383336, 0.107542415856972)",True
"[-0.0070002843186576435, 0.002838137516745019, 0.20633385960137562]","(0.9986920785465422, 0.030929569191764154, -0.01820725921851072, 0.03641414161763496)",True
"[-0.013290618080796296, -0.006573588022470644, 0.18407018977574024]","(0.9995382217836143, -0.011366767938909022, 0.019361438122266497, -0.020476193350110812)",True
"[0.03682430507252144, 0.009928244084620327, 0.2103729356192998]","(-0.983367926766988, -0.1645208024779985, -0.0015591752103539267, 0.07692850661916276)",False
"[-0.026081952166413173, 0.02772229306401747, 0.21284494668764745]","(0.04759540898810502, -0.9946496297601793, 0.012682807597386339, -0.09080714428193846)",True
"[0.03722999371078573, -0.028030829359136398, 0.2011840822722667]","(0.1860580086328266, 0.981467129413944, -0.045130992497867166, -0.008239224459689137)",True
"[-0.029509617857244257, -0.03747201497703784, 0.23417445414052118]","(0.4345083855657641, 0.8995626269990094, -0.00879046696518253, 0.043729517150415995)",False
"[0.002635455016459305, -0.03613910637527072, 0.18333442239246037]","(0.678918893488785, -0.7302045034022719, 0.03188323076994263, 0.0696705021560483)",True
"[0.0021032342574434128, 0.026905119183177013, 0.23421074797554764]","(0.19839801611609628, -0.9790678504373651, 0.02258935556148841, 0.039421979357601014)",False
"[-0.033112959720322174, -0.005831491646869783, 0.1971472742672129]","(0.7740996025733158, -0.6266014835708442, -0.054190104293210244, -0.07213749842725745)",False
"[0.03605440814042091, -0.017675261320318072, 0.20457049608846709]","(0.023679340223287874, -0.9988936536675737, -0.026059078290949375, 0.03117181335536144)",True
"[0.0067939578753279115, 0.014054737701680626, 0.20497335077895767]","(-0.7912208127194899, 0.6077042042681992, -0.016044488131198235, 0.06639126474825578)",True
"[0.009301177310768453, 0.020488300100162792, 0.22703715211193112]","(0.9968747395204006, 0.07339955190668185, 0.028721061568019523, -0.005325420963437335)",True
"[-0.015294158879167557, -0.016613292924061957, 0.1804780859789898]","(0.9415112617712784, -0.3234590428985479, 0.015843850300386646, 0.09316525067142496)",True
"[0.014651257677742986, -0.032736548157082636, 0.18852789479010584]","(-0.31929722774022484, -0.9455522634792777, -0.04491853560462016, -0.04430036733209054)",True
"[0.013258941134105438, 0.02803258393580304, 0.18012868744828647]","(0.7877271193016963, 0.6113398967982755, -0.07582240128139243, -0.0006925050531633934)",False
"[0.0055397380961304254, -0.003634515825996919, 0.20146937983151705]","(0.7953265412301056, -0.6050636606776112, 0.033153646813249754, -0.015952900844304375)",True
"[0.0037505129233177882, -0.025873736988903048, 0.1660402543126781]","(-0.8638124934322572, 0.48789393972375555, -0.09835723116237695, -0.07818781778032909)",False
"[0.014286570675483315, -0.0012116413711331631, 0.1923196600283138]","(0.0722287896309031, -0.9972965887801555, -0.011202505433252637, -0.007551147458370353)",True
"[-0.00685384802628819, -0.004451920682686501, 0.1949203690822579]","(0.8150720824590721, -0.5760790602705795, -0.06101775112975775, 0.008200656111834606)",False
"[0.004025587811706837, -0.009050022255918277, 0.20271819314851405]","(0.27458540914523005, 0.9599143818733724, -0.05338716964812847, -0.01780569218452439)",False
"[0.02397280931619942, -0.0012631178869605688, 0.191955442113167]","(-0.47565664958967596, -0.8753974452208981, -0.05445749719181837, 0.06681650695338763)",False
"[-0.003839308432677473, 0.011686412964937984, 0.1703795961214536]","(0.4355167187862614, 0.8915594645741143, 0.10055383429375322, -0.07304680140014028)",False
"[0.0301529548553647, 0.020282754837326073, 0.21682509743004533]","(0.9719073923998619, -0.23158840607602502, -0.018701398973297662, 0.03759106870133847)",True
"[-0.015394616468820245, -0.012746923969642783, 0.17594558239295335]","(0.9413236271163141, -0.3222816708489059, -0.05664817668144909, 0.08267610142049119)",True
"[0.0023331643441655264, -0.04356402687758447, 0.2305992121050396]","(-0.8403975443200227, -0.5369295984158186, -0.029639330620941266, -0.06752839348189794)",False
"[0.03325923769194401, 0.027519521824841804, 0.19100515046323727]","(-0.49022876664064136, -0.8684071455311728, 0.01908278795879223, 0.07197661531438952)",False
"[0.014419649397747815, 0.004253372057099621, 0.2109476886084976]","(-0.5162526346508706, -0.8511019744072655, 0.04777442822867398, 0.0826211255279941)",False
"[-0.01566067122476677, 0.03198718314578734, 0.19001001930738606]","(0.9016945302835856, 0.4204394483650441, -0.07374347457230188, 0.06884434815702566)",True
"[0.0013880150818957656, 0.0020294213482959685, 0.21701130451049444]","(0.7404419844959215, -0.6672308050580721, -0.05841184348106889, -0.056006936342223215)",True
"[0.019445419017669885, 0.0021977787019860123, 0.15455035187216326]","(0.7475372694420132, 0.6620894763037756, -0.023491154468650965, 0.04768355927047879)",False
"[0.02183683780845964, -0.05545760260152311, 0.20145049085531425]","(0.5611255153385825, 0.823392987276103, 0.05618990908566651, 0.0632837945882672)",True
"[0.040196035867835364, -0.0004260772775547774, 0.21791606113644585]","(0.9913574898776526, -0.09492700074505078, -0.043532115728430514, -0.07939865674704963)",False
"[0.011061990473113341, -0.007983744982536846, 0.21615875344133817]","(0.8571699052100948, -0.5142435072793656, 0.02102813040008089, 0.01926620240243154)",False
"[-0.006552456861619529, -0.03981749539421046, 0.19962118332520046]","(-0.15940114853977752, 0.9870398897360733, 0.018533999369346573, 0.00014415747388965217)",True
"[-0.0046001901283333185, -0.003058259579501615, 0.24244494471208516]","(-0.9728326197213857, -0.22398612969701398, -0.044238899735685185, 0.03833832885708953)",False
"[0.012301894027666222, 0.00216533121992584, 0.18981611906992243]","(0.9252515502442924, 0.3783701654522871, -0.004928223913740751, 0.02685701538143688)",True
"[0.0028452807766938134, -0.007976572327635278, 0.178700933914683]","(0.10715513389918128, 0.9935498088227812, 0.02372158254174581, -0.028527901937905952)",False
"[-0.03073548765450174, 0.019776970490200284, 0.17728062128277608]","(0.32320707783176117, 0.9418720382102413, -0.018116828112321185, 0.08992234992641254)",False
"[0.0018657352331258434, -0.013987027716850243, 0.19828509817669768]","(0.9942604215306795, -0.06180823148538272, -0.0044726520728890565, 0.08721210971946297)",False
"[0.0020762462996463454, -0.015379190393149623, 0.2180078045723226]","(0.18427446734220218, 0.9764660947791111, 0.029657047621740724, 0.10806176918291528)",False
"[0.009505998072186625, 0.005140920820161556, 0.19702709584220326]","(0.18017708536523, 0.9772997937680133, 0.111336980630835, 0.005040610508481662)",True
"[0.006197375486797904, 0.016823826392330928, 0.19496084247084391]","(0.9363596264379334, 0.35095081822452656, 0.004274756462014414, 0.006774925958253641)",True
"[-0.021490630165269163, 0.05453299420846693, 0.18732724849490953]","(0.9477421253986789, -0.3165759615141069, -0.03955166627440379, 0.0004359256034328074)",True
"[0.010903193918418565, -0.023948777465986223, 0.18872000718810364]","(-0.5767375694871287, -0.8160029302130642, -0.009725254744028753, 0.03766182743755568)",True
"[0.036092721775364094, 0.02495178935187937, 0.2011016487182239]","(0.8617747676095961, 0.5006957246194971, 0.016438491974792822, 0.07986123741076158)",False
"[0.01075421165941872, -0.012051363715725549, 0.24276929239214418]","(-0.1196982209072913, 0.9849371798601592, -0.04326496598265777, 0.11704371131874346)",False
"[-0.020280595031216448, -2.4395638395866852e-06, 0.2161390017143738]","(-0.6776957844421491, 0.7342802111507591, 0.03934231000700581, 0.003630138433969338)",True
"[-0.0022186966783026983, 0.02253705961019162, 0.21917415091877956]","(-0.764454280013844, 0.6385566666320398, -0.05294895790855405, 0.0710735191522958)",True
"[0.015420293101879184, -0.025470398489762194, 0.19913800182336322]","(0.8912320269061024, -0.45223013079268004, -0.01888046615280784, -0.028929414406944368)",False
"[-0.005593551713672461, -0.01318564633819463, 0.1775055519498379]","(0.10356353617080871, -0.9914381576375128, 0.005910140752465131, -0.07930979632061996)",False
"[0.010782572325235548, 0.007954461818016022, 0.20204300033388978]","(0.7789505246415782, -0.6191524864485987, 0.08985628597320476, -0.042569079814222775)",True
"[0.00857922657417791, 0.0027021220366236533, 0.17783790794612508]","(-0.9926668877416918, -0.11460843575079825, -0.015243138823683356, -0.035284602233562015)",False
"[0.006067423699303466, -0.001382360438032906, 0.21681743588679805]","(0.25123322639837964, -0.9657989003602611, 0.00872896218622107, -0.06354648090588912)",True
"[-0.013880720708047752, 0.018712087923130557, 0.2278551744629634]","(-0.5335280921508185, 0.8407281003809578, 0.0788637533566303, 0.048005671771559004)",True
"[0.014477692686140598, 0.004635202053901573, 0.1929054067580042]","(0.04791229848238733, 0.9980793889411096, -0.02065081146767732, 0.033398937270554756)",True
"[-0.022230662618247746, -0.02063742589741823, 0.21718136132895405]","(0.9617973038519257, 0.2687333810373441, -0.048625567040633845, -0.01907538857745885)",False
"[0.02026332762024314, -0.041272167276888566, 0.22534450520318475]","(0.9992540202097141, -0.020601425943525722, 0.02988225575336953, -0.013192237676299493)",True
"[-0.04347398037537591, 0.009538924464936059, 0.22288558050704851]","(0.9669860203706285, 0.23238849600517505, -0.05731037674935887, -0.08745938514003995)",True
"[-0.0013322208495168575, -0.04478406808195145, 0.23453647070609251]","(0.9771084112406854, 0.20942374279403722, 0.03671361153687712, 0.007277318514392659)",False
"[0.014452568140981668, -0.0019255293850940945, 0.21740014353343956]","(0.9470956224369975, 0.31727930185808917, 0.048368555720303255, 0.002051679958427068)",True
"[0.04227313000674178, -0.021290681853838055, 0.19858575302559478]","(0.03353128955755042, -0.9942664817506016, 0.09943255579385969, 0.0205665440993208)",True
"[0.017064791728628962, 0.015135291355158665, 0.19766217990511606]","(0.30407838180932006, 0.9525701669255983, -0.0015130059648817834, 0.012005232713845874)",True
"[-0.0038390626959069365, 0.007210571515147357, 0.1547981132539839]","(-0.1764587756318736, 0.9823881408050567, 0.050447414350010135, 0.03508418010275719)",True
"[-0.0462631548969633, 0.014061376816726898, 0.22957352412223275]","(-0.6431640263893343, -0.7640192368142844, 0.029250637865136462, 0.041940924177477766)",True
"[0.01311362284942063, 0.004114037030187132, 0.20622205149335318]","(0.24994150795359876, -0.9677646255786106, -0.030652548038133953, -0.004614474980187746)",True
"[0.011662703961665166, -0.04976229590708389, 0.18712167330812696]","(-0.07822904879970875, 0.9961464244562571, -0.038841965089421476, 0.00798866164631488)",False
"[-0.033148884568633054, -0.0195077895396993, 0.21858748109882098]","(-0.44456307995204203, -0.8944310959509384, -0.029126752216697575, 0.03883702930020189)",True
"[0.03166893137002837, 0.006155089232369031, 0.20066692743473635]","(-0.2573163331591424, 0.9648045298453282, 0.05363452594991822, 0.007991339411901955)",True
"[-0.0043325991185572885, -0.002020426396532511, 0.20568407008710682]","(-0.8410327145602143, -0.5397380091605795, -0.028621441149946438, 0.022971016811444245)",True
"[-0.008996887892441373, 0.011254540884665171, 0.21542049257581564]","(0.986480239498162, 0.15270406079643062, -0.0004357042226699141, 0.05948123281976841)",True
"[0.016216135684881162, -0.011407567915444174, 0.1899522064520912]","(0.22678757027704766, -0.9737947814054585, -0.016875662587500517, 0.0025166818554050395)",True
"[0.005934351085187215, -0.016983106970284705, 0.2294462522505688]","(0.7220949273268419, 0.6882322112659423, 0.06908595900435888, -0.01193606188332632)",True
"[-0.005294076171235507, 0.00022907960086808774, 0.18659397224556346]","(-0.07568792514850872, -0.9857648884140725, 0.14303801784683778, 0.045596581090612695)",True
"[-0.02121197412967272, -0.041445500844952354, 0.19288940811468086]","(0.1287326624218432, -0.9908042158126958, -0.03355837418511085, -0.024672719258829228)",True
"[-0.020446860175404143, -0.025349796297724866, 0.22563993820592887]","(0.9207764877498843, -0.3899481237410973, -0.006742541529069101, 0.008102995218684362)",True
"[-0.007531672588748531, 0.00934603046227714, 0.21327393156399435]","(-0.09658308546030009, 0.9915814030206579, 0.044379605038850516, 0.0739491679679211)",True
"[0.0007496217201712592, -0.021967565954635226, 0.19946140227786074]","(0.9407906101337302, -0.3317755398771639, -0.060080380504669954, 0.035048065593329986)",False
"[-0.014463672647612218, 0.024202079062904946, 0.21004287876435018]","(0.45405353076681954, -0.8888545294755886, -0.05896101608460743, -0.01722252046552792)",False
"[0.023935799472668613, 0.010434700034066187, 0.1922615346244063]","(-0.8659754570767682, -0.49986512110300274, 0.009771078557899477, -0.011220270459235375)",True
"[-0.008235104451308057, 0.005685023825546224, 0.22041678712964483]","(0.5424321012256466, -0.83039494316927, -0.06131182853755747, 0.11159083116554075)",True
"[-0.00820695132705962, 0.018622107121965627, 0.21481758000568202]","(0.7110915860528093, -0.7027700382683375, -0.01989154126261128, -0.0082070788601847)",True
"[0.0071718586824031025, 0.02196275420886757, 0.20735529606761435]","(0.9960003358442274, -0.07846864519631937, -0.009851740763719358, -0.04158059551238876)",False
"[-0.03181024675703643, 0.012866148235051467, 0.18887638643100915]","(-0.9931415783430648, 0.09899940963780605, -0.06014456626337822, -0.015860435258907797)",True
"[-0.015135667573544166, -0.010357125984499668, 0.23747864788473733]","(0.05590528145724077, 0.9971397225050204, 0.03461627657005047, 0.037265086934335535)",False
"[0.01587750317084196, 0.007920900700972741, 0.1590004827269116]","(0.9855884793786932, 0.1529375284812317, -0.06922142867503078, 0.020829198501988964)",False
"[-0.009294234727455329, -0.02395542091773653, 0.2516854104930596]","(0.9824260928064259, -0.17735443972610815, -0.01929847205465622, 0.05488117945975459)",False
