position,orientation,success
"[0.05926252672766039, 0.004359540433043585, 0.22233568038220333]","(-0.21420475327925545, -0.9738761674406975, -0.04410163559723785, 0.061127570712735425)",False
"[-0.001989980185442072, 0.02259979598692396, 0.19538366566357146]","(0.3668324025903258, -0.9264860471154541, -0.07305731850054466, 0.04147554850390384)",False
"[-0.0007950600241719819, -0.009787423791802868, 0.20141172565022775]","(-0.7341394612635578, 0.6772980104618512, -0.04769518749113284, 0.005641412080050069)",True
"[-0.021348311833605006, -0.02137870674601174, 0.20672943083171222]","(0.4046562147022943, -0.9134022289151931, 0.008300178417199803, -0.04336845805202804)",False
"[-0.028550327658114813, -0.003949948252470141, 0.20811752913978573]","(0.03057741547371083, -0.9987330448248142, -0.03936901374780057, 0.006885317307820157)",True
"[0.026278980744588756, -0.025935216784945214, 0.23056814970215822]","(0.8310723810855453, -0.5555022689854543, 0.005234303177788072, 0.02661820089820517)",False
"[-0.03640681931169847, -0.010741433488769074, 0.21104852398772403]","(0.887439760632546, -0.46060136975586347, 0.008320085174084755, 0.015093893141526517)",False
"[-0.011396345482833675, -0.011074740561383358, 0.19575277003888208]","(0.28468672217265883, -0.9580314055830482, 0.01222340838570122, 0.03130310563814411)",True
"[0.03790514321569918, 0.0001149232650779502, 0.1959698094520263]","(0.8873639577881207, 0.46013127362465994, -0.029399297480636993, 0.0003142591220115544)",True
"[0.010215194585256701, 0.009141691302609804, 0.21934721031449683]","(0.7788220334403367, -0.6253094042297735, 0.0346603822222571, -0.03497209049902513)",True
"[-0.020520275919274935, -0.00948132529184592, 0.20042689070827086]","(-0.15980198901801576, -0.9850386970895746, 0.006040863776557944, 0.06423081430896269)",True
"[0.0028661996261170205, -0.016936782819765434, 0.1783586264733013]","(0.3422289499552067, -0.9347400734428181, 0.08719041985836981, -0.03921953081811511)",False
"[0.03892929429877577, -0.006763356730553377, 0.20010464596679037]","(-0.7610634620012836, -0.6450253727713356, 0.02165546123210137, -0.06523585123722485)",False
"[0.007026360101001822, 0.02318233072792456, 0.17995594180389562]","(0.9618984427242605, -0.26850679338480715, 0.04798762864097974, -0.018779650909077635)",True
"[-0.0042034743807414674, -0.012767484575064943, 0.20572340200199948]","(0.9616867772049132, -0.26058081595973775, -0.08515411024156808, -0.0022267491892830893)",False
"[0.03023421406753755, 0.0075364339001403845, 0.2189466252880475]","(-0.5238426326000273, 0.8431626504502073, 0.0947269179296795, 0.07544834110832702)",True
"[-0.0037937474634169533, -0.0008413838983616102, 0.18998947538146294]","(-0.9821190060906172, -0.1858020804253096, -0.03032723225458091, 0.0003221319322896455)",False
"[-0.01842859336701977, 0.027600037872867467, 0.18741164933803964]","(-0.5805372027227463, -0.8128456000866534, 0.0459291244408197, 0.012210741284497366)",True
"[0.024577384246378852, 0.005894352814102041, 0.19916789949751532]","(0.4052093703795383, -0.9098796406744998, -0.02896817856901874, -0.08417392870155634)",True
"[0.00678175218479259, 0.00610229484938112, 0.20117912509173613]","(-0.007824584464004138, -0.9996620600710724, 0.009222910999954592, -0.02301042035931253)",False
"[0.0059833670365367735, 0.020354211657224078, 0.20109812255329787]","(0.1893112241346923, 0.9806105543346938, -0.04832625162257204, -0.015125294976983344)",True
"[-0.014762649389509348, -0.0055410530881471656, 0.22757917237402062]","(0.5980053159953258, 0.7997124530343905, -0.04616530956786741, 0.026802960574372495)",True
"[0.060966366590726094, 0.007837038146796404, 0.19274845040536046]","(0.9624165367783992, -0.2548661776792656, -0.044955412276655685, -0.08232042345414048)",False
"[0.01156761210942536, 0.020005260099154234, 0.2011971691057729]","(0.9920683327364438, 0.05318436548717788, 0.10199415364300761, 0.05068568902466926)",True
"[0.05387688355958235, 0.014731743200208224, 0.2249613767695367]","(0.8309631877433873, -0.5554738439291861, 0.027015496492472278, 0.014803792593370025)",True
"[-0.019440984652117445, 0.0038473843653463813, 0.20046495806079181]","(0.981791215617995, -0.1533268469265841, -0.06915770981485347, -0.08828418952483062)",True
"[-0.0032158173260443896, 0.017772993639789604, 0.16858099877871008]","(0.9040802896285931, -0.41866957951354733, -0.06226330426397576, 0.05897367240693347)",False
"[-0.024746083764966995, 0.005697010495249497, 0.2013091618023854]","(-0.026926682307587307, -0.9972980122077363, -0.0029821334007962, -0.06828422590015949)",True
"[0.031161753874715883, -0.007935445605620487, 0.1748206937915533]","(0.9614428167931517, 0.2582753945205053, -0.05090378684400506, 0.07956340306364265)",False
"[0.005091688453636992, 0.004169075324201067, 0.17809574399236172]","(0.2881415736691614, -0.9573395910467967, 0.02179930301104135, -0.0003623893546250267)",True
"[-0.0073205782004878775, 0.019839786618070395, 0.20239251146962678]","(0.7831434334231886, 0.6215364168604581, 0.009328035608038708, -0.017083118980382825)",True
"[-0.016318905024386425, 0.05324975841080939, 0.18729055664332053]","(-0.19075926628071482, 0.9810425814827479, 0.0013746379633719984, 0.03412427312308678)",False
"[0.019038274432761883, 0.007054693509840282, 0.22497559803886794]","(-0.1296758266974188, 0.9829263268332956, -0.06758463042950866, -0.11167960296335731)",False
"[0.019641430272865888, -0.007575361014922236, 0.2105569118807388]","(-0.705635072145117, 0.7077314655893145, -0.031966938105770434, 0.013169375144571746)",True
"[0.02078568273541959, -0.013148612149074673, 0.19760062571340312]","(0.8629254920026964, -0.5002507274872876, 0.029730511995967768, 0.06499924274021629)",True
"[-0.02030614830302717, 0.001726765060849544, 0.2019645159864482]","(-0.8067164635343576, -0.5873266988856992, -0.02654429008736675, -0.05959275880847095)",False
"[-0.01449000197236662, 0.014281910287182838, 0.18777236522916244]","(0.7934774011638752, -0.6074211804062751, -0.014984699323570036, 0.03476466916644305)",True
"[0.0036824149043049557, 0.03305610947330186, 0.18258706381718195]","(-0.007656668431502733, 0.9962937421700994, -0.013221088969892778, 0.08464843499840813)",True
"[0.008675442890546094, -0.02876085532602755, 0.2058205916592193]","(-0.8643489952646555, -0.5016349960156893, 0.0032927506354851702, 0.035387892711668596)",True
"[0.04739538485680173, -0.024287216854879543, 0.23696149489258772]","(0.36032733046541127, -0.9306844368858188, -0.058762000058838935, -0.023188816426931866)",True
"[-0.00882292155228887, 0.02035776288196012, 0.19966990420398015]","(-0.40755971916745176, 0.9127126117632055, -0.012900013437849736, 0.026160147053090256)",True
"[-0.012874995082751526, 0.011687339279219453, 0.20833072518986245]","(0.7737210009279514, -0.6297735734151998, 0.06720658185429812, 0.014977793774805206)",True
"[0.011086974903852336, -0.010287105260904516, 0.16902505820798736]","(0.9991565962072447, 0.04026259053877928, 0.0072502387405477915, -0.0035290362515179815)",True
"[0.0046521393040056605, 0.014635061790800062, 0.1918218112416782]","(0.5065092891415672, -0.8588120094069799, -0.05940156229350862, -0.04859760188260599)",False
"[-0.014529443420031929, 0.047854726872103875, 0.21206784541096035]","(-0.025458569767417064, -0.9989031742401888, -0.03745671578497277, 0.011887142670824392)",False
"[-0.01795002555808534, 0.0033123110576261166, 0.21575184351333737]","(-0.5498559028890648, 0.8346632890775391, 0.02354416243492731, 0.02100838736204561)",True
"[-0.037003523290845275, -0.008041917430652686, 0.20835348975489137]","(0.9831439485227728, -0.17617782280880204, -0.04777022787405407, -0.01036130118579643)",True
"[-0.00785985385152214, 0.01014528675871971, 0.18928010496464315]","(0.31069501632289864, -0.9457549745318795, 0.02364390081814828, -0.09196249743465656)",True
"[-0.0061414485559072645, -0.0028414085400722162, 0.22389598389982285]","(-0.16731933392426906, -0.9772098054070175, 0.12670142975231374, 0.03181170241023659)",False
"[0.012033810235519709, -0.029732604626937116, 0.24580766421097566]","(0.9984283396644505, 0.019886952389736236, 0.04560757979152404, 0.025793571778581586)",False
"[0.006319096377317585, -0.01291944849031482, 0.23458088590613682]","(0.9307222616543217, -0.352022358151548, 0.0975366622736385, 0.017970268083862945)",False
"[-0.021089166745411624, -0.02302473858278033, 0.2395774295419393]","(-0.7319149338776746, 0.6757750835094767, -0.08645177434358858, -0.0124361082113413)",False
"[0.007459839018757535, -0.015152368049642123, 0.23534670062006485]","(0.834345075439566, -0.538718359465655, 0.0579121042078816, -0.1014741959839733)",True
"[-0.02878928599980308, 0.0004879746285627888, 0.2092409194480032]","(0.6706980905732001, -0.7398311481352224, 0.0023684928962657906, -0.05299371464411924)",True
"[-0.00704681825043048, 0.019131919998005925, 0.21472139890086664]","(0.9050094212442564, -0.422216879808173, -0.037538691425312014, 0.03580084510541838)",True
"[0.014970136447487799, -0.008844261669652211, 0.19725810420766232]","(0.9992507140916095, 0.0068854384356892215, -0.036717623055879375, 0.010120142394416682)",True
"[0.007884513305010136, -0.018284709203862017, 0.20967355195226353]","(-0.6227640888863892, -0.7822827771681796, -0.013187431683814716, -0.0049636463543018)",True
"[0.024482198798388435, 0.02090997561101451, 0.19935667968466433]","(-0.44606859568568413, 0.8902754694107876, 0.034729440617774485, 0.08500742592726787)",True
"[-0.013518048221033585, -0.04023622026470491, 0.18516967982929067]","(-0.15733421002182799, 0.9854029476993605, -0.06292836794254064, -0.016340059066817115)",True
"[-0.028372182512611546, -0.015309501990780771, 0.18497334591423895]","(-0.24375880733408994, 0.9642768504379061, -0.06991637167825808, 0.07657349755601914)",False
"[-0.038205295255222135, -0.009495072158525906, 0.20877210173298574]","(0.8092345813755208, 0.5862784199133881, -0.03585768438232855, 0.011455702535582646)",False
"[0.003947607502087448, -0.023656967280800002, 0.1816901090646179]","(0.13990434192032675, -0.9875647860587095, 0.06009800472004022, 0.03912541727989315)",True
"[-0.037537549292511206, 0.022630557701155584, 0.1820074969874901]","(-0.022946372961610187, 0.9989172450390217, -0.03828123413285721, -0.013128162278985094)",True
"[-0.024821143427426442, 0.0057451879313289425, 0.2468611529230353]","(0.9019237408229392, -0.4234260201926051, -0.01553071625110589, -0.08368254308118765)",False
"[0.010760999656818804, -0.007021990410198506, 0.1652650605234221]","(0.979091320649475, 0.19877790778206433, -0.02565049787227752, 0.03477903341894893)",False
"[-0.032953121192689214, 0.015084302045296864, 0.20183134485408463]","(0.979801439405214, -0.1144638734973029, 0.09206708418762696, -0.1356864511019893)",True
"[0.03712319726236816, 0.004647082895406315, 0.1957398829539969]","(0.8613814438482632, 0.5060527948505812, -0.011694741342197808, 0.042376998982186435)",True
"[0.018962235974972506, -0.026012198495070377, 0.19855381668538438]","(-0.050997738356003644, 0.9983981689719396, -0.024220834660208114, 0.003698384027362138)",True
"[0.007662459465114556, 0.005877875573981314, 0.20112445824767636]","(0.6153659543421721, -0.7826107103021546, 0.012039888893957991, 0.09327518122376431)",True
"[-0.0016295441501848738, 0.0028885084320327335, 0.1982232105713561]","(-0.11609310191358657, -0.9916862937911668, -0.0347367310631713, 0.04329025190347396)",False
"[-0.010876440634122036, 0.007454116912161748, 0.17667031095474844]","(0.8932134805378801, 0.4475215633232772, -0.00434360012517836, -0.04330429175091988)",True
"[0.02981892856734122, -0.012952183790151972, 0.15572589203262815]","(0.2239243783338633, -0.9712840684287976, 0.05219667990168549, -0.061160753849481955)",False
"[-0.07238160583383749, 0.04296923349155462, 0.17169730221589669]","(-0.9980713860450275, 0.05685486733009421, -0.01470290316883284, -0.02012106004769819)",True
"[-0.007669652266123577, -0.005157517188163791, 0.20252802463713165]","(-0.8973272018917527, 0.4404011591595997, 0.0018238569864442306, -0.029109883230469567)",True
"[-0.023941835881383364, -0.007568689840094831, 0.13828454159892062]","(0.46370883989667777, -0.8833723837694352, -0.03817708567542772, 0.05630145224160925)",True
"[0.025420292066329432, -0.009069236773050495, 0.2115462679157579]","(0.44056854854975375, -0.8922728686857907, -0.09809154902959455, -0.01124854857161095)",False
"[0.007003988692122994, 0.005268376566016123, 0.19207483719050467]","(-0.008556699251871346, 0.9993616777111414, -0.03453342909905171, -0.0032345471007109226)",True
"[-0.011250768145009747, -0.012839566945795916, 0.2017566675974398]","(-0.4237222415635687, -0.9054859407824422, -0.00046012341031494836, 0.023547002699440805)",True
"[-0.005452066831845184, -0.025852733685310873, 0.18437470574535425]","(0.9712951850305217, 0.2336023808611509, 0.043193702347275646, -0.012243172385510658)",False
"[0.004182605184317514, -0.001927670623096284, 0.20251529031670581]","(0.9944313534308395, 0.09247751923748683, 0.04976198337438429, 0.008828179882431097)",True
"[0.00440124620120034, -0.0027320987612297763, 0.23056937817087786]","(0.9692011344882344, 0.2446626525442725, -0.02639314144869242, -0.009630651130079956)",True
"[-0.01735942526980258, -0.0033824570572333064, 0.20883180480800093]","(0.782396060871592, 0.6177056871156417, -0.019192800100723304, 0.07699171683955859)",True
"[-0.0066504758299061, 0.00636679855857319, 0.21416886208664038]","(0.6916625001641917, -0.7214469092846709, -0.018265150821877307, 0.02799512842744842)",True
"[0.016505544302771836, -0.010891283414929943, 0.20015086008353136]","(0.486122679664393, 0.870275833936168, 0.0039783794674339784, 0.0793024947869262)",True
"[0.002862339536686688, 0.010610682693907556, 0.19359756331030886]","(0.9647829432983009, 0.2552885796795725, 0.053890277798533184, 0.03342830185113952)",True
"[0.0011838940745718457, -0.028582280765117738, 0.20774855730802017]","(0.5784494509903018, 0.8110036986797621, -0.061074940241836385, -0.06276213070969285)",False
"[-0.021612460197260198, -0.026901328530410763, 0.251024181213349]","(0.638690778886493, 0.7692146716265927, -0.019354850133668635, 0.0028753601620457527)",False
"[-0.021904975386410067, -0.00849220289144125, 0.20819692833280895]","(0.7083339451309333, -0.7028925545680802, -0.005087862070337346, 0.06464667483761105)",True
"[0.02129881171302366, 0.014568503967197421, 0.19724104574674312]","(0.43457430692628457, 0.8989333072319923, 0.01706612295977028, 0.052657652393685576)",True
"[-0.0026208153108036912, 0.0011312009802716832, 0.1540366127640442]","(-0.2406742653603312, 0.9683155572204108, -0.06543299157026808, 0.012625500083384254)",False
"[0.010117480814223425, -0.03370268240660086, 0.20567281549673613]","(0.9705119513992757, -0.23074377058959, -0.021345396602320016, 0.06639456731659715)",True
"[-0.01518713079658479, -0.017801777044208798, 0.21062281525442111]","(-0.07751307296641541, -0.996812591269587, 0.010248571634316264, 0.015853964336115963)",False
"[0.01738150163349025, -0.018686541261982603, 0.19722899003033173]","(0.41184420756836154, 0.9055546418552854, 0.04688879080918631, 0.09031378966241226)",True
"[-0.0005179310089854736, 0.027146306855661387, 0.18828794484885547]","(0.7625245399278582, -0.6452860367288181, -0.036520828898238, -0.02878343042808065)",True
"[-0.009211391807914148, 0.011586756181084122, 0.19737375765968632]","(-0.3860031165014879, -0.9202190127871355, 0.025741534667266378, -0.05946373642130531)",False
"[0.0008588952440205898, 0.00891515976125088, 0.22278273973893375]","(0.46079276163136906, -0.886558692297668, -0.03472223814649672, 0.02186508901612161)",True
"[-0.008491951619638352, 0.0072222999706889725, 0.20267468176221806]","(0.3565203377224272, -0.9297119781537828, -0.0834275610128439, 0.039607177772656287)",False
"[-0.0017438773020412462, 0.0058253353486003865, 0.20170701329708526]","(0.4627787872817555, 0.8848453662122941, -0.05239126743684053, -0.011816388239240106)",False
"[0.009354927432622432, 0.006402887876755294, 0.18180242327334098]","(0.6676384845465707, 0.741344779277769, -0.06822784096113946, 0.0034254791980150097)",False
"[-0.004078482646840055, -0.009500653077403862, 0.21084294146225915]","(-0.9450599588309462, -0.3120411944468231, 0.04807528526534445, -0.08473921246569444)",True
"[-0.00971024746288847, -0.013117106346764738, 0.21006975310865797]","(-0.13120228318832272, 0.9890318967775316, -0.04253148839008464, -0.05284827847842941)",True
"[-0.009962472683714698, 0.030915746172259385, 0.18539554383173779]","(0.272782998341683, 0.961071465279309, -0.01593377592387631, 0.04095350078334113)",False
"[-0.04410194581017928, -0.011604087571547612, 0.20195444354282163]","(-0.020803916900399448, -0.9969526886687815, -0.031222750358650797, -0.06839351912082241)",True
"[0.006169690740422459, -0.03313591537617513, 0.18296199505014807]","(0.18508792765913046, -0.9821987426834262, 0.004828953341837194, 0.031698109021955884)",True
"[-0.009236701178894533, -0.0028035273559976733, 0.1944773638318841]","(0.9932550727467022, 0.049633485756971026, -0.048786419487546445, 0.09274029775745246)",True
"[-0.0018080792626258483, -0.008197519202051789, 0.21544207773140528]","(0.5438438103441767, -0.8366600677968506, 0.06194424187669917, 0.019918629541648594)",True
"[0.015010121936332338, 0.006182920219529838, 0.19521048775570143]","(0.40281570725144056, -0.9139277510931245, 0.014311621742242086, 0.0476523793371612)",True
"[0.039671569113737704, 0.02417857359990001, 0.21886945111681105]","(-0.03430715026953685, -0.99864039469088, 0.002493153455319589, 0.039168427564498315)",False
"[0.043491201345935225, -0.008735527724439945, 0.19567070072365178]","(0.020138675067180218, 0.9976241362100267, 0.0361474455553736, 0.05508065719976584)",False
"[-0.01094769486351962, 0.02635095040336211, 0.1637415436382757]","(0.8393781679816773, 0.5380588308416958, -0.0023500259999873, 0.0770159921496188)",True
"[0.012137603663145256, 0.0038331224660351493, 0.15418727257083978]","(-0.14413319371312555, -0.9885641665715057, -0.004235829628157278, -0.04414259607454474)",True
"[-0.025999922996224025, 0.0016411899139755345, 0.1973283005556566]","(0.9907450872205408, -0.09862252353590116, -0.08774201480994023, -0.03160868293469268)",False
"[0.010775404317767325, -0.009060915054295826, 0.20362665961621224]","(0.9048095856764783, -0.4233406865668007, -0.03493801788320737, 0.029691946239716147)",True
"[0.02509885035489556, 0.022312010881679698, 0.1793992918394462]","(0.9221048850256884, 0.38065624453178154, 0.019084629683053154, -0.06677710251713047)",True
"[-0.010999360187790944, -0.00824721889646187, 0.2177208699520691]","(0.39052052010101224, -0.9170082660834827, 0.06889816254993725, 0.04292559273722216)",True
"[-0.025273433548345003, -0.02115577090015181, 0.21294344628995138]","(-0.6257180452208374, 0.7761773093799211, 0.06158557322310137, 0.047253883010206214)",True
"[0.03567278972554457, 0.007916669759530601, 0.21037685447484059]","(-0.37922146334412554, 0.9239927310535697, -0.04155232049280673, -0.026493760793227794)",True
"[0.011618909009791668, -0.002857394977632844, 0.18906212054498076]","(0.5320801494345897, 0.8430106378960984, -0.03157246836892568, -0.07229770544610076)",True
"[0.018624645675814552, 0.0007954308270225566, 0.20762152095481656]","(0.5188850995970988, 0.8538739972288357, -0.03678837749238131, 0.017437475563775378)",True
"[0.011437076964691279, -0.005548487100819843, 0.18459714230123142]","(-0.9968029442168929, 0.0005249342788871082, -0.07562210885903757, 0.025785877845222432)",True
"[-0.010011546827818116, 0.009206833470035038, 0.18494854980162984]","(0.9910139559232557, -0.11904945436322935, -0.03700504877589884, -0.04846847373551278)",True
"[0.02456225835933854, 0.0026987157641231553, 0.2331096433661284]","(0.9494895976983655, -0.3020923420184882, -0.051733156614482925, 0.06733053737407815)",False
"[0.001179457487753905, -0.011976945914395132, 0.1959457724729227]","(0.6307904605119974, -0.7729229976383516, 0.06431713270396343, -0.02359536161087165)",True
"[-0.01701267479540515, 0.022945725680013362, 0.20155918547044938]","(-0.5446939751373722, 0.8378333999686166, -0.031020152148834378, 0.019529913126770496)",True
"[-0.02086434399532563, -0.04197553899572481, 0.20430016003528123]","(-0.1862134089236092, -0.9809523091055022, 0.0456579284407445, 0.0311847265200748)",False
"[0.0011185823084356812, 0.03144325687451568, 0.220079866116691]","(0.9189790696498967, -0.389097398718246, -0.061948026313268685, 0.015592494732891572)",False
"[0.016510560336421055, -0.008572406499319953, 0.18022599853155485]","(0.9177514227826689, -0.38500309995703047, -0.09527272998446289, 0.020689270774279477)",False
"[0.021778141957838715, -0.0010067968503006883, 0.22440852371944625]","(0.4345397783630363, 0.9005411132777388, -0.007034354148902982, 0.012304559252652015)",False
"[0.013838906327753604, -0.026096328229109497, 0.20197816544248234]","(0.8310685556494378, 0.5473046874421429, -0.07935887881689327, 0.05903222228191326)",True
"[0.022829412634471077, 0.00043723987822742483, 0.18765509524167634]","(0.30085389952807906, -0.9508262152947401, 0.07332171998216795, -0.006353331872773779)",False
"[0.015601039494288269, -0.011824026460132453, 0.19540514327547684]","(-0.8527028150454812, 0.5181025435322186, 0.03840594052859511, 0.05470509419671475)",False
"[-0.03183460531921763, -0.018172988906372922, 0.20668330508708035]","(-0.49799883509881604, -0.867108494058971, -0.010950971417319806, -0.0003098322495663593)",True
"[0.006723121983875393, 0.03659806943461881, 0.2190301258110021]","(0.901130295670899, 0.42778574551245424, -0.00937471401953741, 0.0698259328436363)",False
"[0.02927717229061407, 0.011434353647706605, 0.20718659688518007]","(0.4773248023472895, -0.8767985698357357, -0.055698431649780514, 0.016822179106297856)",False
"[-0.05673277803319035, -0.009703596594998459, 0.17731103016266533]","(0.9584324211778424, -0.2813438131888835, 0.037273952578562246, 0.0293871617324421)",True
"[-0.0019148047801070011, -0.03096633580412121, 0.21572650593040257]","(0.280672903923023, -0.959479829641544, 0.0016478810517120929, -0.024868896286137823)",True
"[0.0036672733571599414, -0.014926961188797777, 0.19192705776584834]","(0.10847476303445538, 0.9921146472291645, 0.0062021407709461, -0.06247628340279777)",True
"[-0.03310292904490187, 0.004662583450610328, 0.18639276297555415]","(0.6644286019601914, 0.7463459149095006, 0.037809543468499025, 0.008535023012839187)",True
"[-0.008317559615197912, -0.019783252668998413, 0.20565427202333045]","(0.9629166361432884, -0.23495569118377665, 0.13055195805644973, -0.023314400409928625)",True
"[0.009662633961892547, -0.02113200512471302, 0.17494145518877952]","(0.9959507685126665, -0.08404653489853901, 0.03009739056062288, 0.010601591956828162)",True
"[0.019280230588781304, -0.0036108357812935383, 0.17541004462011167]","(0.9173651187177873, -0.3956923748944337, 0.015274816552855388, -0.040440862868883015)",False
"[-0.005598338269610555, -0.0011803347817243234, 0.18392679461541583]","(-0.5750838997237132, -0.8157902824932349, -0.01988448423829095, -0.05804593486844343)",False
"[-0.0071040134140088204, 0.012006427712269023, 0.185931187099824]","(-0.5687888578536239, -0.8212106833036898, -0.021923878845310853, -0.04014464280365727)",False
"[-0.033811711165068814, 0.03324668119854553, 0.21484611297433082]","(-0.6377539779872802, 0.7672989263958256, -0.04596878929963293, -0.04908249712004455)",True
"[0.02761131737875415, 0.015033269646462436, 0.21419972342650667]","(0.6466774497334932, -0.7583458874768125, 0.08107559024674965, 0.012105354985802924)",True
"[-0.00021812152844180718, -0.03002852850034058, 0.22334223967975725]","(0.869011527792064, -0.488934049358132, 0.00569333932607911, -0.07569706619203112)",False
"[-0.0071144483639143455, -0.031005911535224466, 0.20520754035008706]","(0.7128361955969551, -0.7012779380872023, 0.008010274605029528, 0.0031060102662195796)",True
"[0.024347713566642826, 0.028906132743145015, 0.18706805385344594]","(-0.28595327122892594, -0.9541508886273116, -0.0667263618619436, -0.05808959491903036)",False
"[0.006063726154992217, 0.004907589775744629, 0.21543897239071055]","(-0.19960422264142647, -0.9795030567880499, -0.025750612276593, -0.008295903444388596)",True
"[-0.015099490594584755, 0.026057167471044657, 0.20417243041393493]","(0.5577043711471773, 0.8261396409077527, -0.06571040614475461, -0.04627386571740376)",False
"[0.012615784462099613, 0.0026107091983139986, 0.19311891282834096]","(0.7020706945631877, 0.7077528442019658, 0.07105742488099022, 0.033667398605676704)",True
"[-0.025755377463042194, 0.009320646938179118, 0.19378280351073743]","(0.963437499601513, -0.2543222279066893, 0.03208005757747654, -0.07796960087103429)",True
"[-0.011273726073133263, -0.015564000875287658, 0.2044074979889628]","(0.666114416222289, -0.744181209310011, 0.03298656609538713, 0.037387145758449515)",True
"[0.002485777023472029, -0.011420158612810939, 0.195627615493666]","(0.727721192485124, 0.6849933624961583, 0.0013645805741113355, 0.03470010466976335)",False
"[-2.0878118014471875e-05, 0.01327996829788397, 0.22727113854689301]","(0.6488666217536048, 0.7599354694046664, -0.01443593620428098, 0.035521729415667405)",True
"[0.02494416146318674, -0.0149281617112625, 0.20477512875663686]","(-0.39155678077487305, -0.9158102471484286, -0.08502297483941745, -0.02731249524682779)",False
"[0.0029961924852209775, 0.014659538383511765, 0.23069134468348845]","(0.8641516901844165, -0.5030184780779346, -0.004897202974782239, 0.013794363580765988)",False
"[-0.01983690431197587, -0.012604146550777046, 0.22017196245680926]","(0.5782813429468561, -0.8156912206967002, -0.013658444275842131, -0.007208868002105795)",False
"[-0.011852891338318286, -0.029996059897275815, 0.22035062599717242]","(0.192745514453863, -0.9780551865751251, -0.06438089395969358, 0.04595997350264273)",False
"[-0.017720079132821774, 0.011327583513673136, 0.2005456138519242]","(-0.900727194673139, -0.42354142763684666, 0.09606120038409656, -0.008684793167693014)",False
"[-0.007126508050038392, -0.0007917200461449587, 0.180924399166706]","(-0.8659064511320295, 0.49790842221612897, 0.0037367528656733, 0.04774157153048458)",True
"[0.01671461040068852, -0.021870172972505483, 0.18754488640776398]","(0.8060372342800366, -0.5908553490897316, 0.02897294045766062, -0.01882822688087292)",True
"[0.0064512216273808366, 0.009941137867700215, 0.18420696417027999]","(0.97897720862854, 0.19034775626042794, 0.06932448565100348, -0.023779662775500476)",True
"[-0.01608327876700378, 0.014936647540706597, 0.1915451419013181]","(-0.028341387567763856, -0.9977305620220513, -0.061072553799439225, -0.0007965741083456373)",True
"[-0.023192071831021344, -0.00482823148793701, 0.174719435957106]","(-0.7802434717654729, 0.6213258436735034, 0.015133143490599257, -0.07032288901107343)",False
"[-0.022237997584632362, 0.00835157684895208, 0.2374393036839154]","(-0.34127584487459006, -0.9395639935858449, 0.0024909541557906188, 0.027278101281927838)",False
"[-0.006285960137621766, -0.021472575825564135, 0.1980219936972068]","(0.9376947951333383, 0.33684327386837437, -0.0852350838893215, 0.00024597532911357564)",False
"[-0.004430699255403895, 0.004627763569964008, 0.2158695672047236]","(-0.7162203194896172, 0.6958429020170771, -0.025256577732617858, 0.04683177280308268)",True
"[0.05555258687803047, 0.010889282853455862, 0.22385232528770552]","(-0.47769719980093817, -0.8781070726342152, 0.0224247993328725, 0.01518165560774456)",False
"[0.0245641307274192, -0.001200833203911175, 0.22641441805160692]","(-0.9839721212113319, -0.12795063774561471, -0.01095442338236594, -0.123723480341132)",False
"[0.0012988239855093056, 0.029398538751732102, 0.2127606854355484]","(0.49945448781432294, -0.8645756352619122, 0.020721765022386946, 0.05123274312341797)",False
"[-0.024540386947216018, -0.02745865667785714, 0.19069938387570964]","(-0.09009112341456284, 0.9906316257680813, -0.09336082936736446, 0.04261838863481485)",True
"[-0.0342898992279283, -0.0037607875860545736, 0.19645050906889155]","(-0.10017253280816311, 0.9937297153213469, -0.022645749804396445, -0.04420278921006175)",False
"[0.0010944111953225973, 0.03837958777826792, 0.23857999860422113]","(-0.9979799958959636, -0.06183462874492819, -0.011371167420958206, -0.00911608638363895)",False
"[0.005018157893161344, -0.021058288636843808, 0.19365943447061515]","(0.1031819224172552, 0.9920881770039387, -0.0693781677321971, 0.01735539620418373)",True
"[0.024048594857088098, 0.020537894290141804, 0.20549875399268783]","(-0.8144904732367958, -0.5696978604689651, 0.07367241228663815, -0.08137562565935627)",True
"[0.0311509976059609, -0.011800616539237729, 0.20543811820606145]","(0.044759300452932076, 0.9950034668360291, -0.05097305025934872, -0.07325608612603614)",True
"[0.02253143749560174, -0.012088589734028862, 0.13218690209175293]","(-0.6958680045540105, 0.7147621519304302, -0.027807310310108684, -0.0641056931880274)",True
"[0.02487735120424674, 0.02291177030387256, 0.19865684875364845]","(0.6574010805988889, -0.7532876640087935, -0.01262333981735846, 0.014905226313072036)",True
"[0.009872986619235422, -0.01647375150596051, 0.21376438167137476]","(-0.3144865230071731, 0.94899786575108, -0.006760465751452103, 0.021344173668180196)",False
"[0.01184763166848696, -0.027058834496216284, 0.23177554985892987]","(0.5766521596416982, -0.815988715025494, 0.03628803323153895, -0.01782925617616505)",False
"[-0.048294041434123046, 0.015826920605124466, 0.2260920436762628]","(0.9940334252180909, -0.06682713201037035, -0.07534322991936322, -0.04189369501221829)",True
"[-0.004631347279005978, 0.0048000598534166375, 0.21844014687010382]","(-0.7479528934030979, 0.6622292853455493, -0.024283157449022572, -0.0378043799706262)",True
