X,Y,Z,roll,pitch,yaw,success
-0.39276593449243496,-1.0436426185271492,-0.5372309763816511,1.0521218731671382,-0.07685799135656164,1.5482632873187454,False
0.3378181894071095,-0.09095162016582023,-0.09337830382101073,1.032281210054581,-0.7933331443013872,-1.13910607769746,False
0.9044572611497936,-0.8934707070144302,1.4083993869659117,1.012186443269507,-0.28696391277759503,-0.5911469243018177,False
0.5500164729388658,-1.0823931901593387,-1.00447288029491,-0.977409857871635,-0.17577713338927198,0.1077108266730776,True
-0.9837662760338559,0.7999613956257353,-0.40514658615162175,-0.9724211475274391,-0.38961868349320444,-1.1168190198946153,True
-1.698508282552119,-0.9967772910220124,2.6797733455337567,-0.9716644425219629,0.14309818526080065,0.4924393294077479,False
1.9682138541617753,0.24602419083476043,-0.27927263390959656,-0.9808665336819452,0.4091856480777323,0.13713486983562045,True
0.4925122423715552,-0.7811266345953884,0.42606739926125475,-0.9730368037021501,-0.09076016757661146,-1.1103857864795172,False
0.21074247751493508,0.47293063818802233,0.7980779242472984,-0.9893816220613647,0.10075105434737301,0.4667763768664404,True
1.2034449227968393,-0.86820234607298,-0.5849539622738371,-0.9650101574486283,-2.3888521244920407,1.1290834684754214,True
0.6140268281317448,-1.1991758129818388,1.0080828988479453,1.0547933544126735,-0.19252903135909757,1.7485956529327307,False
-1.8531012046326416,0.18228680487541213,-0.3250410635106971,1.0004249979475657,0.580801779273881,1.7682312333608248,False
-0.887140207712995,1.239070316306359,0.8452111790689836,-0.9870434856422763,0.905635670625865,-0.10848640972078252,False
0.3825190617597836,-0.24599990380950976,0.46439118382911,-0.9788566447441635,0.8340634054815372,-0.8914991957786856,True
0.978528514867416,-0.9694568771924661,1.399518563986488,1.0576915419117872,1.9845367177149087,0.10661655075389703,False
0.9322671155892472,0.6466335817520433,-0.7100941269520519,1.03865975220217,-0.0028431524859244754,-0.32370307710336776,True
0.7258675042616392,-0.8272874945333484,0.38166714779120836,-0.9504736708846001,-0.7656233731423207,-0.8470257064707005,False
0.27005867312633636,-1.9974124388250067,0.5590393664624276,-0.9535637443227897,-0.7128360031245198,-0.8741742518374002,False
0.5710924251751283,-0.10696576765533437,-1.1705690485924294,1.036378974748019,-0.48597762366001984,1.5269809357154105,False
-0.8799514711281752,-0.051442595152287905,0.35363066299597096,-0.964934739634196,-0.663121058493375,-0.7044161405516157,True
0.014233427099700326,-0.14662128683944764,0.49047795927464244,-0.9668851345715461,-0.8030105946307926,1.5156422519077561,False
0.3474862954545467,0.7178241585435035,1.3997814420889896,1.0503416255151676,0.6230943933576101,-1.039350830844406,False
2.441364041515079,1.9542820332431934,-1.9762274433016627,1.0535888273514369,2.2941238234147057,0.09118119006491314,False
0.5805013976755343,0.4731872594796147,0.6708632191129832,1.0460220510356064,-1.9123680521423492,-0.333980388321932,False
-1.902731358569827,-1.1017966612047494,0.18210800211359682,-0.9914243546790107,1.638646459981431,0.5638312989302902,True
0.7027425899581298,-0.7257880887262753,-1.668894080622856,-0.9866270042178449,1.4163136356940795,0.8458644477186245,True
-0.25513034945031243,0.5206272411736025,0.056289702665932466,-0.983707189111608,1.0136128482444853,-0.4458173731397056,True
0.39651575305620934,2.479200385429208,1.4165118481223056,-0.9667320009914994,0.08335076868846358,-1.5932616858061905,False
-0.0496300974670493,1.4867019644350714,-0.011229977457448317,1.0366288663932672,0.01923562139337602,0.9988523973730746,False
1.725233752484476,1.3760248444682783,-0.815192289369766,-0.9279767421487314,-0.5931814741485656,0.07218702939455648,False
0.14025038483054006,-1.2996282636215035,0.7103004280752141,-0.9412234143133601,0.046972293166426496,0.663891102572164,True
-0.03109530661578923,0.8499961264463066,1.1709147852410542,-0.9712228290261286,-0.6683958739925762,-1.146602912639323,False
-0.03425316979970895,-0.926147738117208,-0.30310356536245936,1.05150644730664,1.65929814718432,-1.4963674084284977,False
-1.6903412431881693,-0.7230942702725893,-0.7960323573988177,1.031145494357227,-0.6863687034522795,-0.6897137595742825,False
1.389079862421872,2.9384681217509256,0.23532919307150252,-0.9681805296179913,-1.9655387578371448,-0.395444785457687,False
0.935081788498674,0.5017986603016565,0.7977813534837672,-0.9921887193478227,1.0779612782139276,1.5397502986426725,True
0.46064233162282753,-1.0521957329026834,0.6550262915199903,-0.962383245213228,0.8513119302011306,0.3014815571137304,True
